x,y,lon,lat
488015.146,4466532.41,116.85887426302664,40.34926016835118
488015.146,4466531.910374813,116.85887427240884,40.349255667112764
488015.146,4466531.410749625,116.85887428179102,40.34925116587435
488015.146,4466530.911124438,116.8588742911732,40.34924666463594
488015.146,4466530.411499251,116.85887430055539,40.34924216339751
488015.146,4466529.911874063,116.85887430993756,40.349237662159084
488015.146,4466529.412248876,116.85887431931974,40.349233160920654
488015.146,4466528.912623689,116.85887432870192,40.34922865968222
488015.146,4466528.412998501,116.85887433808406,40.349224158443796
488015.146,4466527.913373314,116.85887434746624,40.349219657205346
488015.146,4466527.4137481265,116.85887435684842,40.34921515596691
488015.146,4466526.914122939,116.85887436623058,40.34921065472846
488015.146,4466526.414497751,116.85887437561273,40.34920615349
488015.146,4466525.914872563,116.8588743849949,40.34920165225154
488015.146,4466525.415247376,116.85887439437705,40.34919715101308
488015.146,4466524.915622189,116.85887440375922,40.34919264977463
488015.146,4466524.415997001,116.85887441314136,40.349188148536165
488015.146,4466523.916371814,116.85887442252351,40.34918364729769
488015.146,4466523.416746627,116.85887443190568,40.34917914605922
488015.146,4466522.917121439,116.85887444128782,40.34917464482075
488015.146,4466522.417496252,116.85887445066994,40.34917014358228
488015.146,4466521.9178710645,116.8588744600521,40.3491656423438
488015.146,4466521.418245877,116.85887446943426,40.349161141105306
488015.146,4466520.91862069,116.85887447881639,40.34915663986681
488015.146,4466520.418995502,116.85887448819851,40.34915213862832
488015.146,4466519.919370315,116.85887449758066,40.34914763738983
488015.146,4466519.419745128,116.85887450696279,40.349143136151326
488015.146,4466518.92011994,116.85887451634493,40.349138634912826
488015.146,4466518.420494753,116.85887452572705,40.34913413367432
488015.146,4466517.920869566,116.85887453510918,40.349129632435805
488015.146,4466517.421244378,116.8588745444913,40.34912513119728
488015.146,4466516.921619191,116.85887455387343,40.349120629958776
488015.146,4466516.4219940035,116.85887456325553,40.349116128720254
488015.146,4466515.922368816,116.85887457263766,40.34911162748172
488015.146,4466515.422743629,116.85887458201978,40.349107126243204
488015.146,4466514.923118441,116.85887459140189,40.349102625004676
488015.146,4466514.423493253,116.85887460078399,40.34909812376613
488015.146,4466513.923868066,116.85887461016611,40.34909362252758
488015.146,4466513.424242878,116.85887461954822,40.34908912128905
488015.146,4466512.924617691,116.85887462893032,40.34908462005051
488015.146,4466512.424992504,116.85887463831243,40.349080118811955
488015.146,4466511.925367316,116.85887464769452,40.3490756175734
488015.146,4466511.425742129,116.85887465707663,40.34907111633485
488015.146,4466510.9261169415,116.85887466645873,40.349066615096284
488015.146,4466510.426491754,116.85887467584084,40.34906211385771
488015.146,4466509.926866567,116.8588746852229,40.349057612619156
488015.146,4466509.427241379,116.858874694605,40.34905311138059
488015.146,4466508.927616192,116.85887470398708,40.34904861014202
488015.146,4466508.427991005,116.85887471336919,40.34904410890344
488015.146,4466507.928365817,116.85887472275127,40.349039607664864
488015.146,4466507.42874063,116.85887473213334,40.34903510642628
488015.146,4466506.929115443,116.85887474151542,40.349030605187686
488015.146,4466506.429490255,116.8588747508975,40.349026103949086
488015.146,4466505.929865068,116.85887476027958,40.349021602710515
488015.146,4466505.43023988,116.85887476966165,40.3490171014719
488015.146,4466504.930614693,116.85887477904373,40.3490126002333
488015.146,4466504.430989506,116.8588747884258,40.3490080989947
488015.146,4466503.931364318,116.85887479780786,40.34900359775609
488015.146,4466503.431739131,116.85887480718993,40.34899909651748
488015.146,4466502.932113944,116.85887481657198,40.34899459527887
488015.146,4466502.432488755,116.85887482595406,40.348990094040225
488015.146,4466501.932863568,116.85887483533611,40.34898559280162
488015.146,4466501.433238381,116.85887484471816,40.34898109156298
488015.146,4466500.933613193,116.85887485410021,40.34897659032436
488015.146,4466500.433988006,116.85887486348226,40.34897208908573
488015.146,4466499.9343628185,116.8588748728643,40.348967587847085
488015.146,4466499.434737631,116.85887488224637,40.34896308660844
488015.146,4466498.935112444,116.85887489162842,40.3489585853698
488015.146,4466498.435487256,116.85887490101047,40.34895408413116
488015.146,4466497.935862069,116.85887491039249,40.348949582892494
488015.146,4466497.436236882,116.85887491977454,40.34894508165385
488015.146,4466496.936611694,116.85887492915657,40.34894058041519
488015.146,4466496.436986507,116.85887493853862,40.348936079176525
488015.146,4466495.93736132,116.85887494792064,40.34893157793787
488015.146,4466495.437736132,116.85887495730267,40.34892707669919
488015.146,4466494.938110945,116.8588749666847,40.348922575460534
488015.146,4466494.438485757,116.85887497606674,40.34891807422185
488015.146,4466493.93886057,116.85887498544875,40.34891357298317
488015.146,4466493.439235383,116.85887499483077,40.348909071744494
488015.146,4466492.939610195,116.85887500421279,40.34890457050581
488015.146,4466492.439985008,116.85887501359483,40.34890006926712
488015.146,4466491.940359821,116.85887502297685,40.34889556802843
488015.146,4466491.440734633,116.85887503235885,40.348891066789726
488015.146,4466490.941109446,116.85887504174087,40.34888656555102
488015.146,4466490.441484258,116.85887505112288,40.348882064312306
488015.146,4466489.94185907,116.85887506050487,40.34887756307361
488015.146,4466489.442233883,116.85887506988688,40.3488730618349
488015.146,4466488.9426086955,116.8588750792689,40.34886856059617
488015.146,4466488.442983508,116.8588750886509,40.34886405935747
488015.146,4466487.943358321,116.8588750980329,40.34885955811875
488015.146,4466487.443733133,116.8588751074149,40.34885505688001
488015.146,4466486.944107946,116.85887511679688,40.34885055564129
488015.146,4466486.444482759,116.85887512617887,40.348846054402564
488015.146,4466485.944857571,116.85887513556088,40.34884155316382
488015.146,4466485.445232384,116.85887514494286,40.34883705192508
488015.146,4466484.945607197,116.85887515432485,40.34883255068634
488015.146,4466484.445982009,116.85887516370683,40.3488280494476
488015.146,4466483.946356822,116.8588751730888,40.34882354820885
488015.146,4466483.446731634,116.8588751824708,40.3488190469701
488015.146,4466482.947106447,116.85887519185277,40.348814545731344
488015.146,4466482.44748126,116.85887520123475,40.34881004449258
488015.146,4466481.947856072,116.85887521061673,40.34880554325381
488015.146,4466481.448230885,116.8588752199987,40.34880104201505
488015.146,4466480.948605698,116.85887522938067,40.348796540776284
488015.146,4466480.44898051,116.85887523876262,40.34879203953751
488015.146,4466479.949355323,116.8588752481446,40.348787538298716
488015.146,4466479.4497301355,116.85887525752655,40.348783037059945
488015.146,4466478.950104948,116.85887526690853,40.348778535821154
488015.146,4466478.45047976,116.85887527629048,40.348774034582355
488015.146,4466477.9508545725,116.85887528567245,40.34876953334358
488015.146,4466477.451229385,116.8588752950544,40.34876503210478
488015.146,4466476.951604198,116.85887530443634,40.34876053086598
488015.146,4466476.45197901,116.85887531381829,40.348756029627175
488015.146,4466475.952353823,116.85887532320024,40.34875152838838
488015.146,4466475.452728636,116.85887533258219,40.34874702714957
488015.146,4466474.953103448,116.85887534196414,40.348742525910744
488015.146,4466474.453478261,116.85887535134609,40.348738024671945
488015.146,4466473.9538530735,116.85887536072802,40.348733523433125
488015.146,4466473.454227886,116.85887537010997,40.3487290221943
488015.146,4466472.954602699,116.85887537949189,40.34872452095547
488015.146,4466472.454977511,116.85887538887384,40.348720019716644
488015.146,4466471.955352324,116.85887539825576,40.3487155184778
488015.146,4466471.455727137,116.85887540763768,40.34871101723897
488015.146,4466470.956101949,116.8588754170196,40.34870651600013
488015.146,4466470.456476762,116.85887542640154,40.34870201476128
488015.146,4466469.956851575,116.85887543578346,40.34869751352243
488015.146,4466469.457226387,116.85887544516538,40.34869301228359
488015.146,4466468.9576012,116.8588754545473,40.348688511044735
488015.146,4466468.4579760125,116.85887546392922,40.34868400980587
488015.146,4466467.958350825,116.85887547331113,40.348679508567
488015.146,4466467.458725638,116.85887548269305,40.34867500732814
488015.146,4466466.95910045,116.85887549207497,40.34867050608928
488015.146,4466466.459475262,116.85887550145688,40.348666004850394
488015.146,4466465.959850075,116.85887551083877,40.34866150361152
488015.146,4466465.460224887,116.85887552022066,40.34865700237264
