x,y,lon,lat
487894.0692355636,4466466.209788669,116.85744980273391,40.34866200706957
487894.06005513243,4466466.708120273,116.85744968518033,40.34866649652075
487894.0508747013,4466467.206451879,116.85744956762672,40.348670985971935
487894.0416942701,4466467.704783483,116.85744945007309,40.34867547542311
487894.03251383896,4466468.203115089,116.85744933251945,40.348679964874286
487894.02333340776,4466468.701446693,116.8574492149658,40.348684454325465
487894.0141529766,4466469.199778299,116.85744909741211,40.34868894377663
487894.00497254543,4466469.698109903,116.85744897985843,40.3486934332278
487893.99579211423,4466470.196441509,116.85744886230472,40.34869792267896
487893.9866116831,4466470.694773113,116.85744874475103,40.348702412130116
487893.9774312519,4466471.193104719,116.85744862719729,40.348706901581274
487893.96825082076,4466471.691436323,116.85744850964353,40.348711391032424
487893.95907038957,4466472.189767929,116.85744839208976,40.34871588048358
487893.94988995837,4466472.688099533,116.85744827453598,40.34872036993471
487893.94070952723,4466473.186431139,116.85744815698217,40.34872485938586
487893.93152909604,4466473.684762743,116.85744803942833,40.34872934883699
487893.9223486649,4466474.183094349,116.8574479218745,40.348733838288126
487893.9131682337,4466474.681425953,116.85744780432067,40.348738327739255
487893.90398780257,4466475.179757559,116.85744768676678,40.348742817190384
487893.89480737137,4466475.678089163,116.8574475692129,40.348747306641506
487893.8856269402,4466476.176420768,116.85744745165901,40.34875179609262
487893.87644650904,4466476.674752373,116.8574473341051,40.348756285543736
487893.86726607784,4466477.173083978,116.85744721655117,40.348760774994844
487893.8580856467,4466477.671415583,116.8574470989972,40.34876526444595
487893.8489052155,4466478.169747188,116.85744698144323,40.34876975389705
487893.8397247843,4466478.668078793,116.85744686388925,40.34877424334816
487893.8305443532,4466479.166410398,116.85744674633526,40.348778732799246
487893.821363922,4466479.664742003,116.85744662878125,40.34878322225035
487893.81218349084,4466480.163073608,116.85744651122721,40.34878771170143
487893.80300305964,4466480.661405213,116.85744639367314,40.34879220115252
487893.7938226285,4466481.159736818,116.85744627611908,40.3487966906036
487893.7846421973,4466481.658068423,116.85744615856501,40.34880118005468
487893.7754617661,4466482.156400028,116.8574460410109,40.34880566950575
487893.766281335,4466482.654731633,116.85744592345678,40.34881015895683
487893.7571009038,4466483.153063238,116.85744580590267,40.34881464840788
487893.74792047264,4466483.651394843,116.8574456883485,40.34881913785895
487893.73874004144,4466484.149726448,116.85744557079434,40.34882362731001
487893.72955961025,4466484.648058052,116.85744545324017,40.34882811676107
487893.7203791791,4466485.146389658,116.85744533568595,40.34883260621212
487893.7111987479,4466485.644721262,116.85744521813176,40.34883709566317
487893.7020183168,4466486.143052868,116.85744510057752,40.34884158511422
487893.6928378856,4466486.641384472,116.85744498302327,40.34884607456526
487893.68365745444,4466487.139716078,116.857444865469,40.348850564016296
487893.67447702325,4466487.638047682,116.85744474791474,40.34885505346733
487893.66529659205,4466488.136379288,116.85744463036042,40.34885954291836
487893.6561161609,4466488.634710892,116.85744451280613,40.348864032369384
487893.6469357297,4466489.133042498,116.85744439525179,40.348868521820414
487893.6377552986,4466489.631374102,116.85744427769744,40.348873011271436
487893.6285748674,4466490.129705708,116.85744416014307,40.34887750072245
487893.6193944362,4466490.628037312,116.8574440425887,40.34888199017346
487893.61021400505,4466491.1263689175,116.8574439250343,40.348886479624475
487893.60103357385,4466491.624700522,116.85744380747988,40.34889096907548
487893.5918531427,4466492.1230321275,116.85744368992546,40.34889545852649
487893.5826727115,4466492.621363732,116.85744357237101,40.34889994797747
487893.5734922804,4466493.1196953375,116.85744345481658,40.34890443742847
487893.5643118492,4466493.618026942,116.85744333726207,40.34890892687946
487893.555131418,4466494.116358547,116.85744321970758,40.34891341633045
487893.54595098685,4466494.614690152,116.85744310215308,40.34891790578144
487893.53677055566,4466495.1130217565,116.85744298459856,40.348922395232414
487893.5275901245,4466495.611353362,116.85744286704401,40.34892688468339
487893.5184096933,4466496.1096849665,116.85744274948944,40.34893137413436
487893.5092292621,4466496.608016572,116.85744263193486,40.34893586358533
487893.500048831,4466497.1063481765,116.85744251438027,40.34894035303629
487893.4908683998,4466497.604679782,116.85744239682566,40.348944842487256
487893.48168796866,4466498.1030113865,116.85744227927104,40.34894933193821
487893.47250753746,4466498.601342992,116.85744216171639,40.34895382138917
487893.4633271063,4466499.099674596,116.85744204416174,40.34895831084011
487893.4541466751,4466499.598006202,116.85744192660707,40.34896280029107
487893.44496624393,4466500.096337806,116.85744180905236,40.34896728974201
487893.4357858128,4466500.594669412,116.85744169149767,40.34897177919296
487893.4266053816,4466501.093001016,116.85744157394294,40.34897626864389
487893.41742495046,4466501.591332622,116.85744145638819,40.348980758094825
487893.40824451926,4466502.089664226,116.85744133883344,40.348985247545755
487893.39906408807,4466502.587995831,116.85744122127866,40.34898973699667
487893.3898836569,4466503.086327436,116.85744110372389,40.348994226447594
487893.38070322573,4466503.584659041,116.85744098616908,40.34899871589851
487893.3715227946,4466504.082990646,116.85744086861425,40.349003205349426
487893.3623423634,4466504.581322251,116.8574407510594,40.349007694800335
487893.35316193226,4466505.079653856,116.85744063350455,40.349012184251244
487893.34398150106,4466505.577985461,116.85744051594968,40.349016673702145
487893.33480106987,4466506.076317066,116.85744039839479,40.34902116315306
487893.32562063873,4466506.574648671,116.85744028083988,40.34902565260395
487893.31644020753,4466507.072980276,116.85744016328496,40.349030142054836
487893.3072597764,4466507.571311881,116.85744004573003,40.34903463150572
487893.2980793452,4466508.069643486,116.85743992817507,40.34903912095662
487893.288898914,4466508.567975091,116.8574398106201,40.349043610407485
487893.27971848287,4466509.066306696,116.85743969306512,40.349048099858365
487893.27053805167,4466509.564638301,116.85743957551011,40.34905258930924
487893.26135762053,4466510.062969906,116.85743945795508,40.34905707876012
487893.25217718934,4466510.561301511,116.85743934040005,40.34906156821099
487893.2429967582,4466511.059633116,116.85743922284499,40.349066057661844
487893.233816327,4466511.557964721,116.85743910528993,40.34907054711271
