GPSWeek,GPSTime,imu_lon,imu_lat,headingAngle,x,y,v,cmd_steering,cmd_v,imu_gps_state,imu_altitude,imu_satellite_num,imu_warning
2169.0,182208.03,116.34995668,40.00354259,176.69,444515.15584037814,4428352.747967884,0.915,0,0,42.0,40.04,16.0,2.0
2169.0,182208.53,116.34995708,40.00353843,176.46,444515.18661527615,4428352.285994046,0.912,0,0,42.0,40.05,18.0,2.0
2169.0,182209.04,116.34995755,40.0035342,176.21,444515.223308452,4428351.816207224,0.912,0,0,42.0,40.06,15.0,2.0
2169.0,182209.55,116.34995797,40.00353001,175.93,444515.2557662005,4428351.350891191,0.919,0,0,42.0,40.07,18.0,2.0
2169.0,182210.06,116.34995832,40.00352592,175.69,444515.282329965,4428350.89671789,0.928,0,0,42.0,40.08,18.0,2.0
2169.0,182210.57,116.34995868,40.00352182,176.49,444515.3097392005,4428350.441428449,0.92,0,0,42.0,40.08,19.0,2.0
2169.0,182211.07,116.34995887,40.00351789,177.69,444515.3227754907,4428350.005113405,0.906,0,0,42.0,40.08,19.0,2.0
2169.0,182211.58,116.34995891,40.00351389,178.99,444515.32295167365,4428349.561122334,0.905,0,0,42.0,40.07,19.0,2.0
2169.0,182212.09,116.34995876,40.00350997,179.54,444515.30697492254,4428349.126128871,0.906,0,0,42.0,40.06,19.0,2.0
2169.0,182212.6,116.3499587,40.00350597,179.2,444515.2986154761,4428348.6822000565,0.865,0,0,42.0,40.06,20.0,2.0
2169.0,182213.11,116.34995876,40.00350201,178.78,444515.30053116544,4428348.242636196,0.88,0,0,42.0,40.05,18.0,2.0
2169.0,182213.62,116.34995875,40.00349804,178.12,444515.29646381986,4428347.802006001,0.863,0,0,42.0,40.05,19.0,2.0
2169.0,182214.12,116.34995887,40.00349407,177.52,444515.3034927937,4428347.361294876,0.873,0,0,42.0,40.05,18.0,2.0
2169.0,182214.63,116.3499591,40.00348996,176.93,444515.3197976334,4428346.904976453,0.881,0,0,42.0,40.05,17.0,2.0
2169.0,182215.14,116.34995937,40.00348586,176.43,444515.3395248221,4428346.449743045,0.889,0,0,42.0,40.04,17.0,2.0
2169.0,182215.65,116.34995971,40.00348174,175.99,444515.3652107678,4428345.992246228,0.897,0,0,42.0,40.04,18.0,2.0
2169.0,182216.16,116.34995999,40.00347757,175.49,444515.38573486404,4428345.5292371875,0.903,0,0,42.0,40.04,18.0,2.0
2169.0,182216.67,116.34996031,40.00347338,175.15,444515.40965702286,4428345.063983416,0.897,0,0,42.0,40.04,17.0,2.0
2169.0,182217.18,116.34996076,40.00346936,177.27,444515.44481313037,4428344.617517272,0.891,0,0,42.0,40.03,17.0,2.0
2169.0,182217.69,116.34996105,40.00346559,179.23,444515.46651460364,4428344.198898624,0.869,0,0,42.0,40.0,14.0,2.0
2169.0,182218.2,116.34996118,40.00346179,180.59,444515.47453477635,4428343.777049838,0.867,0,0,42.0,39.97,13.0,2.0
2169.0,182218.71,116.34996114,40.00345784,181.15,444515.46792294574,4428343.338658152,0.865,0,0,42.0,39.96,16.0,2.0
2169.0,182219.22,116.34996106,40.00345384,181.65,444515.45785638224,4428342.894741791,0.871,0,0,42.0,39.95,16.0,2.0
2169.0,182219.73,116.34996102,40.0034498,179.97,444515.4511716928,4428342.4463608675,0.871,0,0,42.0,39.94,16.0,2.0
2169.0,182220.24,116.3499611,40.0034458,178.31,444515.45476214984,4428342.002344902,0.857,0,0,42.0,39.93,18.0,2.0
2169.0,182220.75,116.34996133,40.00344181,177.09,444515.4711641575,4428341.559345468,0.88,0,0,42.0,39.92,16.0,2.0
2169.0,182221.26,116.34996153,40.00343777,179.21,444515.4849650041,4428341.110815135,0.846,0,0,42.0,39.91,18.0,2.0
2169.0,182221.77,116.34996151,40.0034338,180.96,444515.4800441101,4428340.67019117,0.864,0,0,42.0,39.9,15.0,2.0
2169.0,182222.28,116.34996141,40.00342971,180.51,444515.4681975646,4428340.216298021,0.876,0,0,42.0,39.89,16.0,2.0
2169.0,182222.79,116.3499614,40.00342561,179.87,444515.4640249994,4428339.761238932,0.868,0,0,42.0,39.88,17.0,2.0
2169.0,182223.3,116.34996146,40.00342154,178.34,444515.4658516671,4428339.309466009,0.863,0,0,42.0,39.87,18.0,2.0
2169.0,182223.81,116.34996165,40.00341747,177.55,444515.4787746696,4428338.857612158,0.889,0,0,42.0,39.86,16.0,2.0
2169.0,182224.32,116.34996184,40.00341335,177.25,444515.49165719876,4428338.400208727,0.895,0,0,42.0,39.85,18.0,2.0
2169.0,182224.83,116.34996209,40.00340924,176.75,444515.50966921204,4428337.943877862,0.89,0,0,42.0,39.84,17.0,2.0
2169.0,182225.34,116.34996241,40.00340513,176.25,444515.5336561748,4428337.487503418,0.892,0,0,42.0,39.83,17.0,2.0
2169.0,182225.85,116.34996235,40.00340075,175.77,444515.52498913166,4428337.001397826,0.898,0,0,42.0,39.88,16.0,2.0
2169.0,182226.36,116.34996271,40.00339664,175.28,444515.5523903575,4428336.544998481,0.904,0,0,42.0,39.9,19.0,2.0
2169.0,182226.87,116.34996346,40.00339265,174.73,444515.6131777423,4428336.101675331,0.905,0,0,42.0,39.89,18.0,2.0
2169.0,182227.38,116.34996414,40.0033886,174.68,444515.6679416119,4428335.651736266,0.903,0,0,42.0,39.88,17.0,2.0
2169.0,182227.89,116.34996464,40.00338449,177.74,444515.7072927565,4428335.195249768,0.89,0,0,42.0,39.88,17.0,2.0
2169.0,182228.4,116.34996478,40.00338043,180.28,444515.7159560588,4428334.744536962,0.881,0,0,42.0,39.87,19.0,2.0
2169.0,182228.91,116.34996467,40.00337652,182.46,444515.70340167417,4428334.310628523,0.885,0,0,42.0,39.87,17.0,2.0
2169.0,182229.42,116.34996432,40.00337261,183.11,444515.670361737,4428333.876869491,0.886,0,0,42.0,39.86,18.0,2.0
2169.0,182229.93,116.349964,40.00336843,182.73,444515.6396639222,4428333.4131240705,0.9,0,0,42.0,39.86,17.0,2.0
2169.0,182230.44,116.34996365,40.00336423,182.14,444515.60638922127,4428332.947177494,0.91,0,0,42.0,39.86,15.0,2.0
2169.0,182230.95,116.34996343,40.00336008,181.58,444515.5842513334,4428332.486699564,0.907,0,0,42.0,39.85,16.0,2.0
2169.0,182231.46,116.34996328,40.00335594,181.02,444515.56809649384,4428332.027287974,0.902,0,0,42.0,39.86,18.0,2.0
2169.0,182231.97,116.34996321,40.00335189,178.83,444515.55884302896,4428331.577815819,0.894,0,0,42.0,39.86,17.0,2.0
2169.0,182232.48,116.34996337,40.00334786,177.32,444515.5692377463,4428331.130420309,0.899,0,0,42.0,39.87,18.0,2.0
2169.0,182232.99,116.34996366,40.00334382,177.16,444515.5907207162,4428330.681833955,0.902,0,0,42.0,39.87,16.0,2.0
2169.0,182233.5,116.34996391,40.00333978,177.19,444515.6087894287,4428330.233272502,0.9,0,0,42.0,39.87,18.0,2.0
2169.0,182234.01,116.3499641,40.00333574,177.28,444515.6217367539,4428329.784748403,0.887,0,0,42.0,39.87,15.0,2.0
2169.0,182234.52,116.34996438,40.0033317,177.33,444515.64236616803,4428329.336168275,0.89,0,0,42.0,39.87,16.0,2.0
2169.0,182235.03,116.34996463,40.00332763,177.37,444515.66041060357,4428328.884277077,0.901,0,0,42.0,39.87,16.0,2.0
2169.0,182235.54,116.34996485,40.00332356,177.39,444515.6758943475,4428328.432404557,0.902,0,0,42.0,39.88,18.0,2.0
2169.0,182236.05,116.34996506,40.00331948,177.44,444515.6905164318,4428327.979428347,0.904,0,0,42.0,39.89,15.0,2.0
2169.0,182236.56,116.34996527,40.00331537,177.51,444515.7051142355,4428327.523122392,0.903,0,0,42.0,39.89,15.0,2.0
2169.0,182237.07,116.34996549,40.00331127,177.56,444515.7205736995,4428327.067920125,0.909,0,0,42.0,39.89,13.0,2.0
2169.0,182237.58,116.3499657,40.00330721,177.61,444515.7352119813,4428326.617163748,0.894,0,0,42.0,39.88,18.0,2.0
2169.0,182238.09,116.34996589,40.00330314,177.67,444515.7481350402,4428326.165309904,0.901,0,0,42.0,39.88,16.0,2.0
2169.0,182238.6,116.34996604,40.00329906,177.78,444515.7576357458,4428325.7123710485,0.894,0,0,42.0,39.88,19.0,2.0
2169.0,182239.11,116.34996632,40.003295,177.88,444515.7782489928,4428325.261571092,0.894,0,0,42.0,39.88,18.0,2.0
2169.0,182239.62,116.34996653,40.00329098,177.92,444515.7929196664,4428324.815254377,0.883,0,0,42.0,39.87,19.0,2.0
2169.0,182240.12,116.34996672,40.00328699,177.97,444515.8059074948,4428324.372279859,0.887,0,0,42.0,39.87,18.0,2.0
2169.0,182240.63,116.34996692,40.00328294,178.01,444515.8197003205,4428323.922639624,0.878,0,0,42.0,39.86,18.0,2.0
2169.0,182241.14,116.34996706,40.0032788,178.11,444515.8282988988,4428323.4630475035,0.888,0,0,42.0,39.86,14.0,2.0
2169.0,182241.64,116.34996722,40.00327479,178.16,444515.8387098451,4428323.017871831,0.881,0,0,42.0,39.86,16.0,2.0
2169.0,182242.15,116.34996737,40.00327074,178.23,444515.84823484765,4428322.568262722,0.882,0,0,42.0,39.86,16.0,2.0
2169.0,182242.66,116.34996758,40.00326675,178.28,444515.8629298196,4428322.125275755,0.888,0,0,42.0,39.85,18.0,2.0
2169.0,182243.17,116.34996779,40.00326273,178.29,444515.8776005067,4428321.678959043,0.889,0,0,42.0,39.85,17.0,2.0
2169.0,182243.67,116.3499681,40.00325885,178.37,444515.9009201869,4428321.24811889,0.874,0,0,42.0,39.85,17.0,2.0
2169.0,182244.18,116.34996836,40.00325486,178.44,444515.91988299694,4428320.805100799,0.875,0,0,42.0,39.84,14.0,2.0
2169.0,182244.69,116.34996841,40.00325064,178.52,444515.92073473363,4428320.336685384,0.89,0,0,42.0,39.85,18.0,2.0
2169.0,182245.19,116.34996855,40.00324668,178.6,444515.92947903764,4428319.897071742,0.883,0,0,42.0,39.86,17.0,2.0
2169.0,182245.7,116.34996868,40.00324263,178.69,444515.93729692244,4428319.447475089,0.895,0,0,42.0,39.86,18.0,2.0
2169.0,182246.21,116.34996873,40.00323847,178.32,444515.93819723255,4428318.985719169,0.872,0,0,42.0,39.87,15.0,2.0
2169.0,182246.71,116.34996887,40.00323445,176.9,444515.94689297106,4428318.539446035,0.875,0,0,42.0,39.87,14.0,2.0
2169.0,182247.22,116.34996912,40.00323035,175.3,444515.9649131813,4428318.084225102,0.9,0,0,42.0,39.87,16.0,2.0
2169.0,182247.73,116.34996956,40.0032262,175.28,444515.9991106827,4428317.623336308,0.899,0,0,42.0,39.88,15.0,2.0
2169.0,182248.24,116.34996995,40.00322206,175.06,444516.02904845134,4428317.163588557,0.899,0,0,42.0,39.89,18.0,2.0
2169.0,182248.74,116.34997036,40.00321801,174.86,444516.0607662135,4428316.713817595,0.896,0,0,42.0,39.89,18.0,2.0
2169.0,182249.25,116.34997075,40.00321399,174.66,444516.0908011305,4428316.26738883,0.895,0,0,42.0,39.89,17.0,2.0
2169.0,182249.76,116.3499714,40.00321003,174.49,444516.1430773543,4428315.827457701,0.89,0,0,42.0,39.89,17.0,2.0
2169.0,182250.26,116.34997193,40.00320618,174.39,444516.18519982963,4428315.399810342,0.883,0,0,42.0,39.89,18.0,2.0
2169.0,182250.77,116.34997243,40.00320206,175.51,444516.2245430476,4428314.942213946,0.888,0,0,42.0,39.89,17.0,2.0
2169.0,182251.28,116.34997281,40.00319797,176.49,444516.25366775284,4428314.488022002,0.888,0,0,42.0,39.9,16.0,2.0
2169.0,182251.79,116.3499731,40.00319392,177.59,444516.27514273976,4428314.038325747,0.871,0,0,42.0,39.89,15.0,2.0
2169.0,182252.3,116.34997317,40.0031898,178.67,444516.2777825919,4428313.5809970405,0.887,0,0,42.0,39.89,16.0,2.0
2169.0,182252.8,116.34997322,40.00318583,179.7,444516.278836736,4428313.140329517,0.884,0,0,42.0,39.89,16.0,2.0
2169.0,182253.31,116.34997321,40.00318174,180.02,444516.27467233996,4428312.68638036,0.89,0,0,42.0,39.89,17.0,2.0
2169.0,182253.82,116.34997327,40.0031776,179.5,444516.2764424403,4428312.226838051,0.893,0,0,42.0,39.9,13.0,2.0
2169.0,182254.33,116.34997338,40.00317352,178.96,444516.28252894233,4428311.773924107,0.901,0,0,42.0,39.91,16.0,2.0
2169.0,182254.83,116.34997361,40.00316956,178.44,444516.2989553966,4428311.334254445,0.882,0,0,42.0,39.91,14.0,2.0
2169.0,182255.34,116.34997383,40.00316554,177.94,444516.3144797127,4428310.887931515,0.893,0,0,42.0,39.92,17.0,2.0
2169.0,182255.85,116.34997406,40.00316142,177.38,444516.33077665104,4428310.430503207,0.887,0,0,42.0,39.93,16.0,2.0
2169.0,182256.36,116.34997433,40.00315732,176.84,444516.35050404945,4428309.975269829,0.891,0,0,42.0,39.93,18.0,2.0
2169.0,182256.86,116.34997456,40.00315328,176.32,444516.3668657526,4428309.526720844,0.894,0,0,42.0,39.93,11.0,2.0
2169.0,182257.37,116.34997492,40.00314919,176.72,444516.394283359,4428309.072541354,0.887,0,0,42.0,39.93,15.0,2.0
2169.0,182257.88,116.34997518,40.00314516,178.9,444516.4132138662,4428308.62508361,0.893,0,0,42.0,39.93,13.0,2.0
2169.0,182258.38,116.34997518,40.00314127,180.7,444516.41006494773,4428308.1933265375,0.888,0,0,42.0,39.93,15.0,2.0
2169.0,182258.89,116.34997504,40.0031373,181.95,444516.39490132383,4428307.752777299,0.877,0,0,42.0,39.92,12.0,2.0
2169.0,182259.4,116.34997482,40.00313329,181.88,444516.37287677964,4428307.307838201,0.894,0,0,42.0,39.92,15.0,2.0
2169.0,182259.9,116.34997473,40.0031293,180.9,444516.3619648016,4428306.865038004,0.891,0,0,42.0,39.92,12.0,2.0
2169.0,182260.41,116.34997473,40.00312521,180.03,444516.3586539838,4428306.411082626,0.895,0,0,42.0,39.92,16.0,2.0
2169.0,182260.92,116.3499748,40.00312109,179.11,444516.3612938551,4428305.953753927,0.904,0,0,42.0,39.92,15.0,2.0
2169.0,182261.43,116.34997495,40.00311699,178.27,444516.37077846064,4428305.498595255,0.89,0,0,42.0,39.92,16.0,2.0
2169.0,182261.94,116.34997526,40.00311291,177.38,444516.3939363455,4428305.045556811,0.895,0,0,42.0,39.92,15.0,2.0
2169.0,182262.45,116.34997568,40.00310878,176.49,444516.4264430061,4428304.586900311,0.886,0,0,42.0,39.92,17.0,2.0
2169.0,182262.96,116.34997619,40.00310463,175.59,444516.46661559143,4428304.125967954,0.898,0,0,42.0,39.93,14.0,2.0
2169.0,182263.46,116.34997674,40.00310056,174.74,444516.5102672162,4428303.67389002,0.904,0,0,42.0,39.94,14.0,2.0
2169.0,182263.97,116.34997727,40.00309643,175.81,444516.5521631401,4428303.215165044,0.896,0,0,42.0,39.95,14.0,2.0
2169.0,182264.48,116.34997734,40.00309237,177.3,444516.55485159816,4428302.7644958375,0.894,0,0,42.0,39.96,16.0,2.0
2169.0,182264.98,116.34997742,40.00308846,178.25,444516.5585150502,4428302.330469137,0.89,0,0,42.0,39.95,16.0,2.0
2169.0,182265.49,116.34997739,40.00308448,178.62,444516.5527325869,4428301.888741508,0.896,0,0,42.0,39.94,17.0,2.0
2169.0,182266.0,116.34997741,40.00308045,178.94,444516.5511774907,4428301.441433176,0.897,0,0,42.0,39.94,14.0,2.0
2169.0,182266.5,116.34997753,40.00307644,179.3,444516.5581742701,4428300.996282424,0.883,0,0,42.0,39.94,15.0,2.0
2169.0,182267.01,116.34997764,40.0030724,179.63,444516.5642931984,4428300.547808148,0.892,0,0,42.0,39.95,14.0,2.0
2169.0,182267.52,116.34997774,40.00306831,178.56,444516.5695180837,4428300.093790523,0.909,0,0,42.0,39.96,16.0,2.0
2169.0,182268.03,116.34997789,40.00306419,177.37,444516.57898652804,4428299.636412026,0.895,0,0,42.0,39.96,14.0,2.0
2169.0,182268.53,116.34997812,40.00306014,176.93,444516.59534018737,4428299.186753134,0.898,0,0,42.0,39.97,16.0,2.0
2169.0,182269.04,116.34997825,40.00305609,177.51,444516.60315816134,4428298.7371564945,0.915,0,0,42.0,39.97,16.0,2.0
2169.0,182269.55,116.34997831,40.003052,178.1,444516.60496877786,4428298.283163772,0.893,0,0,42.0,39.97,16.0,2.0
2169.0,182270.06,116.34997832,40.00304794,178.63,444516.6025358386,4428297.832531922,0.892,0,0,42.0,39.97,15.0,2.0
2169.0,182270.56,116.34997834,40.00304417,179.4,444516.60119121656,4428297.414081392,0.7,0,0,42.0,39.97,15.0,2.0
2169.0,182271.07,116.3499785,40.00304034,179.57,444516.6117479913,4428296.988884215,0.974,0,0,42.0,39.98,13.0,2.0
2169.0,182271.58,116.34997842,40.00303601,179.91,444516.6014143711,4428296.508340679,0.852,0,0,42.0,40.0,16.0,2.0
2169.0,182272.09,116.34997859,40.00303238,180.67,444516.6129866115,4428296.105335585,1.058,0,0,42.0,39.97,16.0,2.0
2169.0,182272.6,116.34997851,40.00302809,181.12,444516.6026853731,4428295.629231711,0.91,0,0,42.0,39.97,15.0,2.0
2169.0,182273.1,116.34997854,40.00302401,180.22,444516.60194338206,4428295.176367581,0.911,0,0,42.0,39.98,14.0,2.0
2169.0,182273.61,116.34997863,40.00301983,179.06,444516.6062418591,4428294.712366946,0.909,0,0,42.0,39.99,16.0,2.0
2169.0,182274.12,116.34997866,40.00301576,176.65,444516.6055079666,4428294.260612734,0.905,0,0,42.0,39.99,14.0,2.0
2169.0,182274.63,116.34997895,40.00301174,175.43,444516.6270073437,4428293.814246239,0.89,0,0,42.0,39.99,17.0,2.0
2169.0,182275.13,116.34997927,40.00300773,175.09,444516.6510755315,4428293.3689709855,0.906,0,0,42.0,40.0,15.0,2.0
2169.0,182275.64,116.34997967,40.00300374,174.65,444516.68198846286,4428292.925865763,0.894,0,0,42.0,39.99,16.0,2.0
2169.0,182276.15,116.34998026,40.00299973,174.99,444516.72910302563,4428292.48042243,0.881,0,0,42.0,39.98,14.0,2.0
2169.0,182276.65,116.34998073,40.00299572,176.28,444516.76597476343,4428292.035053797,0.893,0,0,42.0,39.98,17.0,2.0
2169.0,182277.16,116.34998107,40.00299164,177.74,444516.7916934397,4428291.581996689,0.902,0,0,42.0,39.98,17.0,2.0
2169.0,182277.67,116.34998128,40.00298763,179.19,444516.8063723798,4428291.136789914,0.89,0,0,42.0,39.98,16.0,2.0
2169.0,182278.18,116.34998131,40.00298353,180.6,444516.80561421975,4428290.681705958,0.887,0,0,42.0,39.98,16.0,2.0
2169.0,182278.68,116.34998134,40.00297949,181.12,444516.8049046291,4428290.233281493,0.913,0,0,42.0,39.98,17.0,2.0
2169.0,182279.19,116.34998129,40.00297537,181.11,444516.79730172304,4428289.776027508,0.903,0,0,42.0,39.97,17.0,2.0
2169.0,182279.7,116.34998121,40.0029713,181.07,444516.787178581,4428289.324341775,0.895,0,0,42.0,39.98,18.0,2.0
2169.0,182280.21,116.34998114,40.00296721,181.04,444516.7778928181,4428288.870429988,0.901,0,0,42.0,39.99,16.0,2.0
2169.0,182280.71,116.34998104,40.00296322,181.03,444516.76612729486,4428288.427636029,0.883,0,0,42.0,39.99,15.0,2.0
2169.0,182281.22,116.34998095,40.00295926,181.01,444516.75523962686,4428287.98816559,0.884,0,0,42.0,39.99,17.0,2.0
2169.0,182281.73,116.34998085,40.00295516,180.97,444516.74338505714,4428287.533162564,0.901,0,0,42.0,39.99,17.0,2.0
2169.0,182282.23,116.34998075,40.00295115,180.99,444516.7316033422,4428287.088148776,0.896,0,0,42.0,39.99,19.0,2.0
2169.0,182282.74,116.34998063,40.0029471,180.25,444516.71808210824,4428286.638707775,0.901,0,0,42.0,39.99,19.0,2.0
2169.0,182283.25,116.34998067,40.00294307,178.72,444516.71823418024,4428286.191387005,0.901,0,0,42.0,39.98,19.0,2.0
2169.0,182283.76,116.34998087,40.00293897,176.99,444516.7319867137,4428285.736197221,0.85,0,0,42.0,39.98,17.0,2.0
2169.0,182284.27,116.34998112,40.00293598,175.79,444516.7509056203,4428285.404176912,0.456,0,0,42.0,39.98,20.0,2.0
2169.0,182284.78,116.34998123,40.00293489,175.35,444516.759412558,4428285.2831276655,0.114,0,0,42.0,39.98,19.0,2.0
2169.0,182285.28,116.34998125,40.00293443,175.13,444516.76074733894,4428285.232059111,0.143,0,0,42.0,39.98,19.0,2.0
2169.0,182285.79,116.34998128,40.0029337,174.81,444516.76271712786,4428285.151016617,0.183,0,0,42.0,39.98,19.0,2.0
2169.0,182286.3,116.34998131,40.00293303,174.5,444516.7647354878,4428285.076633616,0.15,0,0,42.0,39.97,20.0,2.0
2169.0,182286.81,116.34998135,40.00293239,174.21,444516.7676316998,4428285.005574135,0.164,0,0,42.0,39.97,18.0,2.0
2169.0,182287.31,116.34998139,40.00293166,173.9,444516.7704550608,4428284.924525418,0.168,0,0,42.0,39.97,16.0,2.0
2169.0,182287.82,116.34998141,40.00293095,172.76,444516.7715874721,4428284.845708979,0.168,0,0,42.0,39.96,16.0,2.0
2169.0,182288.33,116.34998145,40.00293008,170.88,444516.77429750614,4428284.749121446,0.253,0,0,42.0,39.96,17.0,2.0
2169.0,182288.84,116.34998175,40.00292865,167.78,444516.798747056,4428284.590216801,0.386,0,0,42.0,39.95,17.0,2.0
2169.0,182289.34,116.3499823,40.00292674,163.62,444516.844147312,4428284.377880589,0.494,0,0,42.0,39.95,18.0,2.0
2169.0,182289.85,116.3499833,40.00292433,158.29,444516.9275534963,4428284.109768478,0.583,0,0,42.0,39.96,17.0,2.0
2169.0,182290.36,116.34998462,40.00292184,152.66,444517.0382091737,4428283.8325778395,0.587,0,0,42.0,39.96,18.0,2.0
2169.0,182290.87,116.34998631,40.0029195,147.02,444517.180568382,4428283.5718056,0.583,0,0,42.0,39.97,17.0,2.0
2169.0,182291.37,116.34998824,40.00291735,142.97,444517.3435670876,4428283.331972352,0.58,0,0,42.0,39.97,17.0,2.0
2169.0,182291.88,116.34999045,40.00291515,142.79,444517.53042530257,4428283.086415227,0.602,0,0,42.0,39.98,14.0,2.0
2169.0,182292.39,116.34999275,40.00291286,143.02,444517.72489280725,4428282.8308128435,0.687,0,0,42.0,39.98,18.0,2.0
2169.0,182292.89,116.34999533,40.00291014,143.26,444517.94291223073,4428282.527309804,0.823,0,0,42.0,39.99,16.0,2.0
2169.0,182293.4,116.34999846,40.00290692,143.53,444518.2074733166,4428282.167968626,0.909,0,0,42.0,39.99,15.0,2.0
2169.0,182293.91,116.35000146,40.00290371,142.56,444518.46094610734,4428281.809818298,0.897,0,0,42.0,40.0,15.0,2.0
2169.0,182294.42,116.35000469,40.00290053,139.32,444518.7340753285,4428281.454854552,0.897,0,0,42.0,40.0,19.0,2.0
2169.0,182294.93,116.35000836,40.00289754,135.98,444519.0449154727,4428281.120705306,0.893,0,0,42.0,40.01,16.0,2.0
2169.0,182295.44,116.35001219,40.00289471,132.83,444519.3695422859,4428280.804215121,0.903,0,0,42.0,40.01,16.0,2.0
2169.0,182295.94,116.35001616,40.00289201,129.91,444519.70622433984,4428280.5020667,0.904,0,0,42.0,40.01,14.0,2.0
2169.0,182296.45,116.35002044,40.00288938,126.9,444520.06942377274,4428280.207494731,0.913,0,0,42.0,40.02,16.0,2.0
2169.0,182296.96,116.3500248,40.00288692,123.79,444520.43958940223,4428279.931741542,0.911,0,0,42.0,40.01,15.0,2.0
2169.0,182297.46,116.35002916,40.00288468,122.24,444520.8099331329,4428279.680406507,0.925,0,0,42.0,40.0,19.0,2.0
2169.0,182297.97,116.35003379,40.00288246,120.25,444521.20333948307,4428279.431123256,0.921,0,0,42.0,39.99,18.0,2.0
2169.0,182298.48,116.35003847,40.00288047,116.76,444521.6011998764,4428279.207336951,0.892,0,0,42.0,39.98,16.0,2.0
2169.0,182298.99,116.35004331,40.00287867,112.94,444522.0128712136,4428279.004539464,0.905,0,0,42.0,39.97,16.0,2.0
2169.0,182299.49,116.35004822,40.00287713,109.22,444522.4307280121,4428278.830556226,0.899,0,0,42.0,39.96,18.0,2.0
2169.0,182300.0,116.35005333,40.00287584,106.19,444522.86585859105,4428278.684196402,0.895,0,0,42.0,39.96,18.0,2.0
2169.0,182300.51,116.35005847,40.00287475,103.89,444523.30371177616,4428278.560016238,0.897,0,0,42.0,39.95,18.0,2.0
2169.0,182301.01,116.35006366,40.0028738,102.96,444523.7459461442,4428278.451343791,0.914,0,0,42.0,39.94,18.0,2.0
2169.0,182301.53,116.35006898,40.00287286,102.88,444524.19928503584,4428278.343700366,0.904,0,0,42.0,39.94,16.0,2.0
2169.0,182302.05,116.35007429,40.00287185,102.64,444524.6517137162,4428278.228293787,0.908,0,0,42.0,39.93,16.0,2.0
2169.0,182302.56,116.35007955,40.00287097,101.22,444525.09997977177,4428278.127347253,0.907,0,0,42.0,39.92,17.0,2.0
2169.0,182303.06,116.35008433,40.00287018,100.22,444525.50734727434,4428278.03668875,0.58,0,0,42.0,39.9,16.0,2.0
2169.0,182303.57,116.35008842,40.00286965,95.46,444525.85602882545,4428277.975317534,0.772,0,0,42.0,39.89,17.0,2.0
2169.0,182304.08,116.35009125,40.00286943,91.13,444526.09741133987,4428277.949137952,0.343,0,0,42.0,39.88,15.0,2.0
2169.0,182304.59,116.35009334,40.00286941,89.97,444526.27579147404,4428277.9456172725,0.344,0,0,42.0,39.88,19.0,2.0
2169.0,182305.1,116.35009359,40.00286943,90.03,444526.2971469333,4428277.947681498,0.145,0,0,42.0,39.88,17.0,2.0
2169.0,182305.61,116.35009315,40.00286945,89.99,444526.25960600004,4428277.950175194,0.037,0,0,42.0,39.87,19.0,2.0
2169.0,182306.11,116.35009351,40.00286955,89.95,444526.29041548586,4428277.961050277,0.076,0,0,42.0,39.88,18.0,2.0
2169.0,182306.62,116.35009467,40.00286959,89.93,444526.38946208765,4428277.964767936,0.284,0,0,42.0,39.9,18.0,2.0
2169.0,182307.13,116.35009713,40.00286968,89.86,444526.5995133728,4428277.973226039,0.475,0,0,42.0,39.89,14.0,2.0
2169.0,182307.63,116.35010038,40.00286958,89.65,444526.87684298813,4428277.960104054,0.451,0,0,42.0,39.86,16.0,2.0
2169.0,182308.14,116.3501029,40.00286953,89.5,444527.09190239175,4428277.952986011,0.414,0,0,42.0,39.86,15.0,2.0
2169.0,182308.65,116.35010558,40.00286949,89.76,444527.32062702515,4428277.946878307,0.433,0,0,42.0,39.86,15.0,2.0
2169.0,182309.16,116.3501082,40.00286946,90.42,444527.544238327,4428277.941917866,0.455,0,0,42.0,39.86,14.0,2.0
2169.0,182309.66,116.35011121,40.00286935,91.23,444527.80107414705,4428277.927835376,0.554,0,0,42.0,39.87,16.0,2.0
2169.0,182310.17,116.35011448,40.00286921,91.19,444528.08007853595,4428277.910261324,0.555,0,0,42.0,39.87,15.0,2.0
2169.0,182310.68,116.3501178,40.00286909,90.51,444528.36336696445,4428277.894875995,0.533,0,0,42.0,39.88,17.0,2.0
2169.0,182311.19,116.35012107,40.00286905,89.63,444528.64245228376,4428277.888401119,0.565,0,0,42.0,39.88,16.0,2.0
2169.0,182311.69,116.3501243,40.00286901,88.76,444528.9181233215,4428277.881951147,0.548,0,0,42.0,39.89,16.0,2.0
2169.0,182312.2,116.35012764,40.00286903,87.88,444529.20323219453,4428277.882092217,0.556,0,0,42.0,39.89,14.0,2.0
2169.0,182312.71,116.35013111,40.00286915,86.94,444529.4995184214,4428277.893251539,0.638,0,0,42.0,39.89,14.0,2.0
2169.0,182313.22,116.35013491,40.00286924,86.32,444529.8239482049,4428277.9008757435,0.635,0,0,52.0,39.9,12.0,2.0
2169.0,182313.72,116.35013848,40.00286934,86.02,444530.1287539531,4428277.909753024,0.626,0,0,52.0,39.91,19.0,2.0
2169.0,182314.23,116.35014199,40.00286953,85.67,444530.4285111083,4428277.928656894,0.622,0,0,42.0,39.92,19.0,2.0
