GPSWeek,GPSTime,imu_lon,imu_lat,headingAngle,x,y,v,cmd_steering,cmd_v,imu_gps_state,imu_altitude,imu_satellite_num,imu_warning
2154.0,306143.0,116.34982035,40.00524745,176.56,444504.8996554053,4428542.057918745,1.058,0,0,42.0,39.49,17.0,2.0
2154.0,306143.7,116.34982059,40.00524087,178.02,444504.914812447,4428541.327444735,1.054,0,0,42.0,39.49,19.0,2.0
2154.0,306144.4,116.34982087,40.00523419,177.84,444504.93330268766,4428540.58584666,1.067,0,0,42.0,39.48,21.0,2.0
2154.0,306145.1,116.34982113,40.00522709,178.0,444504.94974576787,4428539.797644577,1.165,0,0,42.0,39.49,17.0,2.0
2154.0,306145.7,116.34982134,40.00522079,178.05,444504.96256892156,4428539.098266891,1.155,0,0,42.0,39.49,18.0,2.0
2154.0,306146.4,116.34982158,40.0052135,178.3,444504.9771510809,4428538.288988865,1.157,0,0,42.0,39.49,18.0,2.0
2154.0,306147.1,116.34982178,40.00520611,178.44,444504.98823811056,4428537.46863659,1.157,0,0,42.0,39.49,15.0,2.0
2154.0,306147.8,116.34982196,40.00519871,178.53,444504.9976099604,4428536.647186854,1.163,0,0,42.0,39.49,14.0,2.0
2154.0,306148.5,116.34982214,40.00519117,178.67,444505.00686845643,4428535.810198299,1.166,0,0,42.0,39.49,15.0,2.0
2154.0,306149.1,116.34982227,40.00518472,178.78,444505.0127418364,4428535.094221694,1.164,0,0,42.0,39.49,14.0,2.0
2154.0,306149.8,116.34982165,40.00517733,179.01,444504.9538384222,4428534.274380024,1.163,0,0,42.0,39.45,15.0,2.0
2154.0,306150.4,116.34982166,40.00517097,177.11,444504.94954216835,4428533.568467386,1.141,0,0,42.0,39.4,13.0,2.0
2154.0,306151.1,116.34982286,40.00516402,168.74,444505.0463397227,4428532.796328725,1.097,0,0,52.0,39.38,13.0,2.0
2154.0,306151.7,116.3498261,40.00515892,151.6,444505.3187579209,4428532.228254212,1.043,0,0,52.0,39.37,10.0,2.0
2154.0,306152.4,116.34983221,40.00515432,130.79,444505.83654770075,4428531.713888416,1.078,0,0,42.0,39.37,17.0,2.0
2154.0,306153.1,116.3498407,40.00515204,110.47,444506.559359159,4428531.455541159,1.12,0,0,52.0,39.34,16.0,2.0
2154.0,306153.8,116.34985026,40.00515131,96.5,444507.37475471926,4428531.368564668,1.16,0,0,52.0,39.31,15.0,2.0
2154.0,306154.5,116.34985981,40.00515284,82.17,444508.1911266052,4428531.532435446,1.218,0,0,52.0,39.27,15.0,2.0
2154.0,306155.2,116.34986967,40.00515358,83.47,444509.0333186438,4428531.6084299525,1.236,0,0,52.0,39.22,15.0,2.0
2154.0,306155.9,116.34987913,40.0051541,86.54,444509.841190842,4428531.660255456,1.191,0,0,52.0,39.16,13.0,2.0
2154.0,306156.6,116.34988831,40.00515453,84.57,444510.6250909714,4428531.702266138,1.149,0,0,52.0,39.13,16.0,2.0
2154.0,306157.3,116.34989718,40.00515505,87.54,444511.3826041414,4428531.754459152,1.128,0,0,52.0,39.09,16.0,2.0
2154.0,306158.0,116.34990634,40.00515513,90.54,444512.16451380216,4428531.757635393,1.14,0,0,52.0,39.06,15.0,2.0
2154.0,306158.7,116.34991555,40.00515567,85.17,444512.95106358855,4428531.811836709,1.117,0,0,52.0,39.02,14.0,2.0
2154.0,306159.3,116.34992323,40.00515669,80.11,444513.6074099712,4428531.920266618,1.114,0,0,52.0,39.0,15.0,2.0
2154.0,306160.0,116.34993201,40.00515853,74.2,444514.35830985545,4428532.119024838,1.107,0,0,52.0,38.98,12.0,2.0
2154.0,306160.7,116.34994067,40.00516107,68.31,444515.09953388915,4428532.3955519395,1.127,0,0,52.0,38.95,13.0,2.0
2154.0,306161.4,116.34994879,40.00516443,59.45,444515.7953304168,4428532.763428388,1.118,0,0,52.0,38.93,13.0,2.0
2154.0,306162.1,116.34995534,40.00516923,42.17,444516.35828648676,4428533.292110179,1.104,0,0,52.0,38.9,13.0,2.0
2154.0,306162.8,116.34995935,40.00517547,22.38,444516.7056085013,4428533.982201153,1.151,0,0,52.0,38.88,14.0,2.0
2154.0,306163.4,116.34996087,40.00518154,7.8,444516.8402608426,4428534.654973729,1.161,0,0,52.0,38.85,16.0,2.0
2154.0,306164.1,116.3499604,40.00518892,354.88,444516.8061187946,4428535.474384142,1.223,0,0,52.0,38.8,13.0,2.0
2154.0,306164.7,116.34995939,40.00519531,352.02,444516.7250840421,4428536.184249077,1.218,0,0,52.0,38.77,13.0,2.0
2154.0,306165.4,116.34995852,40.00520276,355.97,444516.65685701196,4428537.0116779255,1.173,0,0,52.0,38.74,15.0,2.0
2154.0,306166.1,116.34995819,40.00521013,357.96,444516.6346564901,4428537.829891269,1.202,0,0,52.0,38.71,13.0,2.0
2154.0,306166.8,116.34995815,40.00521761,0.45,444516.63729773404,4428538.6601331495,1.191,0,0,52.0,38.67,12.0,2.0
2154.0,306167.5,116.34995874,40.00522496,3.52,444516.69360686024,4428539.475553914,1.175,0,0,52.0,38.64,14.0,2.0
2154.0,306168.1,116.3499595,40.00523129,5.57,444516.76360044215,4428540.177657442,1.172,0,0,52.0,38.62,13.0,2.0
2154.0,306168.7,116.34996027,40.00523767,4.14,444516.83448803314,4428540.885304324,1.19,0,0,42.0,38.59,13.0,2.0
2154.0,306169.4,116.34996047,40.0052451,359.73,444516.8575737774,4428541.709847216,1.179,0,0,42.0,38.57,13.0,2.0
2154.0,306170.0,116.34996007,40.00525149,356.07,444516.82860511827,4428542.4193324,1.177,0,0,42.0,38.55,13.0,2.0
2154.0,306170.7,116.34995881,40.00525886,349.69,444516.72702528094,4428543.238124725,1.167,0,0,42.0,38.52,14.0,2.0
2154.0,306171.4,116.34995555,40.00526574,334.25,444516.45434057264,4428544.003776292,1.111,0,0,42.0,38.5,13.0,2.0
2154.0,306172.0,116.34995054,40.00527039,315.92,444516.0304809331,4428544.523006137,1.107,0,0,42.0,38.48,12.0,2.0
2154.0,306172.7,116.34994234,40.00527393,295.03,444515.3334431679,4428544.921021349,1.185,0,0,42.0,38.45,14.0,2.0
2154.0,306173.3,116.34993413,40.00527546,281.01,444514.63392467855,4428545.095949784,1.208,0,0,42.0,38.42,15.0,2.0
2154.0,306174.0,116.34992418,40.00527578,270.6,444513.78491049545,4428545.137661775,1.233,0,0,42.0,38.39,12.0,2.0
2154.0,306174.7,116.34991424,40.00527633,275.83,444512.9369360691,4428545.204895698,1.197,0,0,42.0,38.35,14.0,2.0
2154.0,306175.4,116.34990457,40.00527777,281.72,444512.1127278195,4428545.370744116,1.208,0,0,42.0,38.32,14.0,2.0
2154.0,306176.0,116.34989621,40.00527907,280.83,444511.40022011334,4428545.520238178,1.205,0,0,42.0,38.3,13.0,2.0
2154.0,306176.7,116.34988649,40.00528046,280.48,444510.5717037423,4428545.680568314,1.191,0,0,42.0,38.28,13.0,2.0
2154.0,306177.4,116.34987753,40.00528272,291.94,444509.80876090395,4428545.936988012,1.12,0,0,82.0,38.26,16.0,2.0
2154.0,306178.0,116.34987145,40.00528599,307.97,444509.2924556307,4428546.303716081,1.022,0,0,82.0,38.26,16.0,2.0
2154.0,306178.7,116.34986591,40.00528924,327.38,444508.822225418,4428546.667888126,0.993,0,0,52.0,38.58,19.0,2.0
2154.0,306179.3,116.34986315,40.00529364,340.63,444508.5902106926,4428547.15796956,1.076,0,0,52.0,38.84,18.0,2.0
2154.0,306179.9,116.34986145,40.00529925,349.12,444508.4496510109,4428547.7816908,1.107,0,0,52.0,39.0,17.0,2.0
2154.0,306180.6,116.34986054,40.00530618,356.32,444508.3775898218,4428548.551429033,1.113,0,0,52.0,39.09,17.0,2.0
2154.0,306181.3,116.34985989,40.00531314,356.14,444508.32774499553,4428549.324335127,1.126,0,0,52.0,39.16,19.0,2.0
2154.0,306181.9,116.34985896,40.00531921,352.79,444508.2532804413,4428549.998633062,1.107,0,0,52.0,39.2,18.0,2.0
2154.0,306182.6,116.34985766,40.00532652,351.88,444508.1482389022,4428550.810790933,1.121,0,0,52.0,39.25,17.0,2.0
2154.0,306183.3,116.34985651,40.00533435,353.21,444508.0564215244,4428551.68057103,1.13,0,0,52.0,39.3,18.0,2.0
2154.0,306184.0,116.34985555,40.00534196,353.99,444507.98064330587,4428552.525814678,1.141,0,0,42.0,39.34,17.0,2.0
2154.0,306184.7,116.34985546,40.00534972,0.31,444507.9792445388,4428553.387165355,1.116,0,0,42.0,39.37,16.0,2.0
2154.0,306185.4,116.34985612,40.00535717,2.2,444508.0416102688,4428554.2136416575,1.172,0,0,42.0,39.4,19.0,2.0
2154.0,306186.1,116.34985633,40.00536472,0.08,444508.06564766495,4428555.051497312,1.181,0,0,42.0,39.44,17.0,2.0
2154.0,306186.7,116.34985579,40.00537117,354.97,444508.0247789308,4428555.767729218,1.15,0,0,42.0,39.46,16.0,2.0
2154.0,306187.4,116.34985273,40.00537788,335.03,444507.7690287209,4428556.514388027,1.102,0,0,42.0,39.49,19.0,2.0
2154.0,306188.0,116.34984766,40.00538257,317.36,444507.34008153423,4428557.038095402,1.114,0,0,42.0,39.51,18.0,2.0
2154.0,306188.7,116.34984066,40.0053861,298.66,444506.7454620233,4428557.434254317,0.839,0,0,42.0,39.54,14.0,2.0
2154.0,306189.3,116.34983682,40.00538715,288.7,444506.41855300986,4428557.553186521,0.336,0,0,42.0,39.55,17.0,2.0
2154.0,306190.0,116.34983601,40.00538729,286.74,444506.3495296628,4428557.569229705,0.021,0,0,42.0,39.57,16.0,2.0
2154.0,306190.6,116.34983599,40.00538728,286.81,444506.3478144875,4428557.568132244,0.012,0,0,42.0,39.59,18.0,2.0
2154.0,306191.3,116.34983589,40.00538724,286.79,444506.3392467018,4428557.563754847,0.01,0,0,42.0,39.61,19.0,2.0
2154.0,306191.9,116.34983588,40.00538721,286.68,444506.33836887375,4428557.560431328,0.016,0,0,42.0,39.62,18.0,2.0
2154.0,306192.6,116.34983571,40.00538719,286.36,444506.32384250604,4428557.55831735,0.021,0,0,42.0,39.64,17.0,2.0
